Region,District,Chiefdom,Section,wp name,GEOCODE,Photo,wp type,wp_func,wp_susta,wp_suita,ownership,maintenance,WASH comm,decl_ODF,extrac_type,time_repair,chlorination
East,Kailahun,Yawei,Bendu Yawie,Bendu Methodist Primary Sch Well,alz5sdk0,//akvoflow-110.s3.amazonaws.com/images/a9049b72-f729-43f4-a71f-caede1ad7121.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,School,WASH management committee,Yes,No,Hand pump,Over a month,Yes
East,Kailahun,Luawa,Talia,KLDEC  Primary School,agwntyut,//akvoflow-110.s3.amazonaws.com/images/229e2f34-b809-4102-b3f0-532f5efc1a04.jpg,Protected dug well,No - Still under construction,Seasonal,No,School,School,No,No,Hand pump,More than a year,No
East,Kailahun,Penguia,Semabu Community,Semabu pump,akgkggo6,//akvoflow-110.s3.amazonaws.com/images/23db793f-5dc2-49c5-b9b7-f6a704850754.jpg,Public tap/standpipe (stand-alone or water kiosk,No - Broken down,Always water,Yes,Community,WASH management committee,Yes,No,Hand pump,Over a month,
East,Kailahun,Mandu,Gbeema,school pump,a6kkicqf,//akvoflow-110.s3.amazonaws.com/images/db683aec-4f76-4f9c-b3e2-cbc6aad63c3a.jpg,Protected dug well,No - Broken down,Seasonal,Yes,School,School,No,No,Hand pump,More than a year,No
East,Kailahun,Yawei,Moimandu,Gbassela Water pump,apd2ahnc,//akvoflow-110.s3.amazonaws.com/images/8dd01f6f-341c-41de-889b-cd6f7e440c39.jpg,Protected dug well,No - Broken down,Always water,Yes,Community,WASH management committee,Yes,No,Hand pump,Over a month,Yes
East,Kenema,Kenema City,Kondehbotihun,Mr Alie A. Sheriff,a2oyyj39,//akvoflow-110.s3.amazonaws.com/images/00d443d0-c6c5-43f4-b24f-cdc3c3d3c76c.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,No,,Water point has never broken down,
East,Kono,Nimikoro,Jaiama Nimikoro,Public Stand Post,awjl6k1t,//akvoflow-110.s3.amazonaws.com/images/c42770d0-6859-4d98-8949-c545fce23f55.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,No,Don't know,Gravity,Over a week,
East,Kono,Gbense,Koidu City,Conteh Well,b1dv8fy9,//akvoflow-110.s3.amazonaws.com/images/e5709fc8-fdd1-443a-8443-e246229e6e32.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,Yes,Yes,"Hand manual (e.g. rope pump, rope & bucket)",I don't know,Yes
East,Kono,Nimiyama,Jaima,Tap,awajihc8,//akvoflow-110.s3.amazonaws.com/images/051dd86b-d634-4c82-8d45-fed32ffaed7b.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Seasonal,Yes,Community,WASH management committee,Yes,Yes,Gravity,Over a month,
East,Kailahun,Mandu,Mobai,Ngohun pump,a79tn9sx,//akvoflow-110.s3.amazonaws.com/images/65d8623d-fc0c-4dcb-867b-7c5f1068f15f.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes - But damaged,Seasonal,Yes,Community,WASH management committee,Yes,No,Gravity,Over a week,
East,Kailahun,Kpeje West,Pejewa,Pejewa Water Well,ahgdiqbf,//akvoflow-110.s3.amazonaws.com/images/9fbcfff3-5276-40c0-999f-ab4a1fa81678.jpg,Unprotected dug well,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Water point has never broken down,No
East,Kono,Tankoro,Tongoro Village,Tongoro Water Well,azizjh51,//akvoflow-110.s3.amazonaws.com/images/b18a6949-8b82-4aac-bc8d-5ef45ebb7cd0.jpg,Protected dug well,Yes – Functional (and in use),Dry always / Never water,Yes,Community,NGO,Yes,Yes,Hand pump,More than a year,Yes
East,Kailahun,Mandu,Mobai,Mobai CHC pump,a75ur8ll,//akvoflow-110.s3.amazonaws.com/images/a32c6ef6-a831-4ada-9c28-815abb3c8bbd.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Health Facility,Health Facility,Yes,No,Hand pump,Over a month,No
East,Kenema,Kenema City,Kondehbotihun,Provencial Islamic Primary,a2mn0es5,//akvoflow-110.s3.amazonaws.com/images/7eb9771d-b239-44e7-9b43-72e43165f184.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,School,School,No,No,Hand pump,Water point has never broken down,Yes
East,Kenema,Kenema City,Kondehbotihun,Mrs Rebecca  T. Mannah,a2neeclq,//akvoflow-110.s3.amazonaws.com/images/74727e73-5c58-483e-8b7a-8891c256c164.jpg,Unprotected dug well,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Water point has never broken down,Yes
East,Kailahun,Jawie,Goma,Goma well,a4nu4vt3,//akvoflow-110.s3.amazonaws.com/images/d7a6d1e1-f942-4ec2-b2ba-373225d7df0d.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,Yes,No,Hand pump,Over a month,No
East,Kailahun,Upper Bambara,samabu,samabu,aaw9ygsz,//akvoflow-110.s3.amazonaws.com/images/bf4384f5-ecaa-4d12-a251-7f6edee1443e.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,No,Don't know,Hand pump,Water point has never broken down,Yes
East,Kono,Fiama,tuwa,public stand pipe,b38twj11,//akvoflow-110.s3.amazonaws.com/images/aeeea747-8ef1-4a60-be19-88d11c171cae.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes - But damaged,Always water,Yes,Community,Other community group,No,Yes,Gravity,Over a week,
East,Kenema,Gaura,perrie fefewabu,tankila water point,9rwwi4ds,//akvoflow-110.s3.amazonaws.com/images/f5b45f1d-1ded-43f2-a19b-10746d51184c.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,Yes,Don't know,Gravity,Over a month,
East,Kailahun,Jawie,Gandohun,Gandohun pump,a5bdcpjl,//akvoflow-110.s3.amazonaws.com/images/abdea5e8-8d48-47fd-b397-bebe0d014482.jpg,Protected dug well,No - Broken down,Seasonal,Yes,Community,Other community group,No,No,Hand pump,More than a year,No
East,Kenema,Gaura,Perrie,Alhaji Kamara - Standpost,9rx48r9d,//akvoflow-110.s3.amazonaws.com/images/9c0fa57a-59f6-44f9-b1f1-39fc69dc372a.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Seasonal,Yes,Community,WASH management committee,Yes,Don't know,Gravity,Less than a week,
East,Kono,Gbense,Farandu,Hand Dug Well,b2mmwuej,//akvoflow-110.s3.amazonaws.com/images/d4da755f-55b0-4bda-8bb3-d61a97c56f0b.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,No,Hand pump,Over a month,Yes
East,Kailahun,Malema,Jojoima,Jojoima water point,a1uepe49,//akvoflow-110.s3.amazonaws.com/images/0f381fd3-8b40-4670-97af-191ec3110cdb.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,No,Don't know,,Over a month,
East,Kono,Nimiyama,Jaima,Tap,aw9ui9xh,//akvoflow-110.s3.amazonaws.com/images/d9f43f2f-9d3b-49e4-82a3-858aca76cf1c.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Seasonal,Yes,Community,WASH management committee,Yes,Yes,Gravity,Over a month,
East,Kenema,Gaura,Perrie,tap water point,9rxcktq4,//akvoflow-110.s3.amazonaws.com/images/281028c6-8c0f-40ba-878e-ff6cb1e23007.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Seasonal,Yes,Community,community,No,No,Gravity,Water point has never broken down,
East,Kenema,Kenema City,Fonikoh,Protected hand dug Well,a0zmpsj5,//akvoflow-110.s3.amazonaws.com/images/652cf1a9-b25f-4dd0-b004-41cbad70f525.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,Yes,Hand pump,Less than a week,Yes
East,Kono,Nimiyama,Jaima,Tap,aw9kzc8y,//akvoflow-110.s3.amazonaws.com/images/f0787540-201c-4d79-809f-20a9048e1bde.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Seasonal,Yes,Community,WASH management committee,Yes,Yes,Gravity,Over a month,
East,Kono,Nimiyama,Jaima,Tap,awegm7pv,//akvoflow-110.s3.amazonaws.com/images/a7a7a430-a6e1-4d8b-ba99-ecead381fbcc.jpg,Public tap/standpipe (stand-alone or water kiosk,No - Broken down,Seasonal,No,Community,WASH management committee,Yes,Yes,Gravity,More than a year,
East,Kono,Nimikoro,venema,hand dug well,ay9gh63k,//akvoflow-110.s3.amazonaws.com/images/4b0329cc-bb68-45ca-bc37-8ac0c1a4d631.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Community,Other community group,No,No,Hand pump,Over a week,No
East,Kailahun,Kissi Kama,Siabu,Siabu water point,ar9nwfkj,//akvoflow-110.s3.amazonaws.com/images/97b94d07-d4b6-425e-aa3c-e0d90c72244a.jpg,Protected dug well,No - Broken down,Seasonal,Yes,Community,Other community group,No,No,Hand pump,Over a month,Yes
East,Kono,Fiama,Tombu,hand dug well,ayfsi51u,//akvoflow-110.s3.amazonaws.com/images/f1454c43-a37d-47e6-ac62-cda013e8fd2f.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Community,Other community group,No,No,Hand pump,Water point has never broken down,Yes
East,Kailahun,Kpeje West,Pejewa,Gedemela Well,ahai5ukd,//akvoflow-110.s3.amazonaws.com/images/a355e79e-bb2c-4a14-9530-7a74909a9d99.jpg,Unprotected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,No,No,"Hand manual (e.g. rope pump, rope & bucket)",I don't know,Yes
East,Kenema,Kenema City,Lekpetieh,Abie Fama,a2pqxwje,//akvoflow-110.s3.amazonaws.com/images/a64385ca-32c3-4543-90ee-b4ea6a65ab7c.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Always water,Yes,Private Individual,SALWACO,Yes,No,Gravity,Water point has never broken down,
East,Kono,Sandor,Kaiso,Kaiso,bc3wgjvo,//akvoflow-110.s3.amazonaws.com/images/4ebef9f2-9954-4faa-96ff-d78010a42b62.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Seasonal,Yes,Private Individual,WASH management committee,Yes,Yes,,Less than a week,
East,Kono,Nimikoro,Motema,Hand Dug Well,azkgj2tu,//akvoflow-110.s3.amazonaws.com/images/9dd0086d-44f1-4351-8d86-0b00ca745421.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Community,NGO,No,No,Hand pump,Over a month,Yes
East,Kailahun,Mandu,Yoya,Provencial ialamic peimary schoo water point,a48xpazx,//akvoflow-110.s3.amazonaws.com/images/26a7a907-108c-4961-b8cf-53232886b1d7.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,School,School,Yes,Don't know,Hand pump,Water point has never broken down,Yes
East,Kailahun,Kissi Tongi,Poluma,Poluma waterpoint,ahrr4usl,//akvoflow-110.s3.amazonaws.com/images/565d29d1-06fd-4d99-9622-6b98bb41e957.jpg,Surface water (lake/river/stream),Yes – Functional (and in use),Always water,Yes,Community,Other community group,No,No,,,
East,Kono,Nimikoro,bumpeh,hand dug well,azk705la,//akvoflow-110.s3.amazonaws.com/images/78e114e3-e6da-4947-b801-2e94f643bcc3.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Community,community people,No,No,Hand pump,Water point has never broken down,No
East,Kono,Nimikoro,jiama,public,awqqdtd1,//akvoflow-110.s3.amazonaws.com/images/033f7c0a-1217-44e2-ba02-6d70411b153e.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Seasonal,Yes,Community,WASH management committee,Yes,Yes,Gravity,Less than a week,
East,Kailahun,Penguia,Sellu Community,Gbokuro road,aprdaema,//akvoflow-110.s3.amazonaws.com/images/2d9f1d4e-ccc2-4b08-81ca-2f9d48d0331b.jpg,Public tap/standpipe (stand-alone or water kiosk,No - Broken down,Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,More than a year,
East,Kenema,Kenema City,Kondehbotihun,Mr Mohamed Kallon,a2t37gpv,//akvoflow-110.s3.amazonaws.com/images/03b362eb-0ee1-4915-a30a-3b079148e743.jpg,Unprotected dug well,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Water point has never broken down,Yes
East,Kono,Sandor,Kayima,Public Stand Post,bcd0ie7i,//akvoflow-110.s3.amazonaws.com/images/94f6cc4e-59bc-45b6-a3ec-71d8759d6290.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Seasonal,Yes,Community,Privat owner,No,Don't know,Gravity,Less than a week,
East,Kailahun,Penguia,Melama,Melama  Water Well,am9pmwke,//akvoflow-110.s3.amazonaws.com/images/cc3625ef-7f9d-4b0b-b392-15ae8fc21629.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Community,WASH management committee,Yes,No,Hand pump,I don't know,Yes
East,Kailahun,Jawie,Gbaima Bobu,Community well,a2vmaqbo,//akvoflow-110.s3.amazonaws.com/images/0aa04a86-a11b-4cac-b1a8-e90ed31fe17c.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,NGO,Yes,No,Hand pump,Over a month,No
East,Kono,Nimikoro,Jaiama Nimikoro,Public Stand Post,awmjr5c0,//akvoflow-110.s3.amazonaws.com/images/3e3ed352-e33d-4fdf-8c85-e3524ea1acdc.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes - But damaged,Seasonal,Yes,Community,Other community group,No,Don't know,Gravity,Over a week,
East,Kailahun,Kissi Kama,Dambo,Dambo  Pump,ar480tbu,//akvoflow-110.s3.amazonaws.com/images/f2b9bb44-69ea-4d6a-8ca3-fbe9c393fd6d.jpg,Protected dug well,No - Broken down,Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,More than a year,No
East,Kailahun,Luawa,Kailahun,Kambama  water  point,ak539lv3,//akvoflow-110.s3.amazonaws.com/images/6743764c-ba35-4e51-bee0-60089052fd79.jpg,Unprotected dug well,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Water point has never broken down,No
East,Kono,Tankoro,Bayama Village,CHP Water Well,av8lq1gv,//akvoflow-110.s3.amazonaws.com/images/167e4375-7b48-414d-84c6-a4b20d59270d.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Health Facility,Health Facility,No,Yes,Hand pump,More than a year,Yes
East,Kono,Mafindor,yardu village,yardu community well,b4q769wm,//akvoflow-110.s3.amazonaws.com/images/50d7587b-e8d5-47d6-ad89-dc9fa3dcda79.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,No,No,Hand pump,Less than a week,No
East,Kailahun,Malema,Kaikoyea,Kiakoyea water point,9zcltni1,//akvoflow-110.s3.amazonaws.com/images/0dc2d87f-e943-4b48-b112-c13250a7d2a2.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,No,Don't know,,Water point has never broken down,
East,Kailahun,Jawie,Bombohun,Bombohun water point,a5v60khj,//akvoflow-110.s3.amazonaws.com/images/83138b47-a6b2-45b8-ab19-c5b088a6e754.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Always water,Yes,Community,Other community group,Unknown,Don't know,,Water point has never broken down,
East,Kono,Gorama Kono,Kangama,Public Stand post,aoq2q0jg,//akvoflow-110.s3.amazonaws.com/images/a5dc17f1-e963-4905-a1eb-d4b0323afd9e.jpg,Public tap/standpipe (stand-alone or water kiosk,No - Broken down,Always water,Yes,Community,Other community group,No,No,Gravity,Over a month,
East,Kailahun,Upper Bambara,Bomaru,Non,a84m8d7b,//akvoflow-110.s3.amazonaws.com/images/8b2563a5-a4b8-417e-a759-2a281e9e3b6f.jpg,Tube well or borehole,Yes – Functional (and in use),Seasonal,No,Community,Other community group,No,No,Hand pump,Less than a week,No
East,Kenema,Kenema City,fonikoh,water well,a0zp3iyl,//akvoflow-110.s3.amazonaws.com/images/a89b423b-2cf2-40ee-83c4-b9f92b611b9b.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,Yes,Don't know,Gravity,Water point has never broken down,Yes
East,Kailahun,Mandu,Baiima,Baiima water point,a918wmu1,//akvoflow-110.s3.amazonaws.com/images/546767c5-9d91-4c56-b081-86d144d50d61.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,Yes,Don't know,,Water point has never broken down,
East,Kailahun,Jawie,Bobohun,Bobohun,a5qiprij,//akvoflow-110.s3.amazonaws.com/images/9f1ada29-2b88-4a20-9da8-be512c2ea1ae.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Always water,Yes,Community,Other community group,Unknown,Don't know,,I don't know,
East,Kono,Gbane,Kanekor Village,Community Well,au8okivk,//akvoflow-110.s3.amazonaws.com/images/b4194559-694b-4a49-a47d-bd58dba5adb9.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,GUMA,Other community group,No,Yes,Hand pump,Water point has never broken down,Yes
East,Kailahun,Upper Bambara,Pendembu,Mosqie pump,ac1yw94z,//akvoflow-110.s3.amazonaws.com/images/fccb3420-47c2-493b-abe2-8bb42803c4cc.jpg,Tube well or borehole,Yes – Functional (and in use),Always water,Yes,Community,The Mosque,No,No,Hand pump,Less than a week,Yes
East,Kenema,Kenema City,Kondehbotihun,Mr Mohamed  Koroma,a2rcoy6t,//akvoflow-110.s3.amazonaws.com/images/3805847d-6f22-451a-b1a8-55faa35cdee4.jpg,Piped water into dwelling/plot/yard,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,No,,Water point has never broken down,
East,Kono,Koidu City,Koidu city,Hand Dug Well,b0glxqly,//akvoflow-110.s3.amazonaws.com/images/137f8524-cbb4-4864-b656-dfc134572392.jpg,Protected Shallow Well,Yes – Functional (but not in use),Seasonal,Yes,Private Individual,Privat owner,Unknown,No,,,
East,Kono,Nimikoro,Jiama,public stand pipe,awcuv4tt,//akvoflow-110.s3.amazonaws.com/images/cbcda3ac-9524-403d-b1cd-deb7998d4b01.jpg,Public tap/standpipe (stand-alone or water kiosk,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,No,Yes,Gravity,Less than a week,
East,Kailahun,Jawie,Nyeama,Nyeama water point,9yy8fzs4,//akvoflow-110.s3.amazonaws.com/images/861d6d70-e559-431b-ad69-3eb0c8975ee6.jpg,Piped water into dwelling/plot/yard,No - Broken down,Seasonal,Yes,Community,WASH management committee,Yes,No,,Over a month,
East,Kenema,Kenema City,Nyandeyama,Negorla well,a1h0gd9c,//akvoflow-110.s3.amazonaws.com/images/26942ae3-b38d-4e5e-b75f-41a7fdd9fbae.jpg,Unprotected dug well,Yes – Functional (and in use),Always water,Yes,Private Individual,Privat owner,No,Yes,"Hand manual (e.g. rope pump, rope & bucket)",Water point has never broken down,Yes
East,Kailahun,Upper Bambara,Tombolu,Tombolu,adqd79sh,//akvoflow-110.s3.amazonaws.com/images/06a35dd7-2365-4dd8-92de-0ecfa12bb196.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,Other community group,No,Don't know,Hand pump,Water point has never broken down,No
East,Kailahun,Kpeje West,Moyamba,Kowuwahun,aepe7evf,//akvoflow-110.s3.amazonaws.com/images/51918699-2474-4430-b917-0dfe4df10299.jpg,Unprotected dug well,Yes – Functional (and in use),Seasonal,Yes,Private Individual,Privat owner,No,No,"Hand manual (e.g. rope pump, rope & bucket)",Water point has never broken down,Yes
East,Kailahun,Mandu,Levuma,Health facility pump,a96mei45,//akvoflow-110.s3.amazonaws.com/images/05768e67-77c0-4b63-b575-ef68b25b3f81.jpg,Protected dug well,Yes – Functional (and in use),Always water,Yes,Health Facility,Health Facility,No,No,Hand pump,Over a month,Yes
East,Kono,Gbense,Kwakor,Hand Dug Well,b82gqka8,//akvoflow-110.s3.amazonaws.com/images/fc341c46-077d-43d9-88d0-034f794eccad.jpg,Protected dug well,Yes - But damaged,Seasonal,Yes,School,School,No,No,Hand pump,I don't know,No
East,Kono,Tankoro,Moryema Village,Moryema Water Well,ayaf0a22,//akvoflow-110.s3.amazonaws.com/images/c8ca1c69-08c6-42b9-8b76-0fbce2016360.jpg,Protected dug well,Yes – Functional (and in use),Seasonal,Yes,Community,WASH management committee,Yes,No,Hand pump,More than a year,No
